類別代號,類別,信筒樣式代號,信筒樣式,縣市,鄉鎮市區,村里,路名,地址描述,服務單位,聯絡電話,備註,x座標,y座標
4,普通信箱,2,雙口,新竹市,香山區,南隘里,南隘路2段150號,,新竹郵局投遞股,(03)5240075,收信時間10:30,120.929712,24.726367
3,普通信筒,2,雙口,新竹市,香山區,中隘里,中華路6段697號,,新竹郵局投遞股,(03)5240075,收信時間10:00,120.906413,24.746456
3,普通信筒,2,雙口,新竹市,香山區,內湖里,內湖路68號,內湖路郵局門口,內湖路郵局,(03)5374709,收信時間16:30,120.905753,24.743975999999996
4,普通信箱,1,單口,新竹縣,尖石鄉,玉峰村,4鄰54號,玉峰派出所前,尖石郵局,(03)5842274,收件時間14:00,121.282089,24.596394
5,限時普通雙用信筒,2,雙口,臺北市,士林區,福順里,重慶北路四段47號,,臺北郵局士林投遞股,(02)28859358#15,收信時間16:30,121.512812,25.080935
5,限時普通雙用信筒,2,雙口,苗栗縣,通霄鎮,通西里,和平路38號,,通霄郵局,(037)752264,收信時間17:05,120.67993299735153,24.489431075608383
4,普通信箱,1,單口,苗栗縣,造橋鄉,造橋村,老庄3-1號,造橋鄉公所前,竹南郵局,(037)472634#15,收信時間11:00,120.866895,24.638844
4,普通信箱,1,單口,苗栗縣,獅潭鄉,百壽村,百壽18之1號,,大湖郵局,(037)992841,收信時間10:30,120.9196,24.522888
5,限時普通雙用信筒,2,雙口,苗栗縣,銅鑼鄉,銅鑼村,自強路17號,,銅鑼郵局,(037)981133,收信時間17:04,120.78736,24.482022999999998
3,普通信筒,2,雙口,苗栗縣,頭份市,成功里,建國路150號,頭份蟠桃郵局前,頭份蟠桃郵局,(037)689056,收信時間17:00,120.909188,24.696304
1,限時信筒,2,雙口,高雄市,左營區,埤東里,左營大路75號,左營南站郵局前,左營南站郵局,(07)5813816,收信時間17:00,120.288333,22.68191
3,普通信筒,2,雙口,高雄市,旗津區,中興里,旗津二路243號,,高雄中洲郵局,(07)5718784,收信時間16:30,120.29020999999999,22.583461000000003
3,普通信筒,2,雙口,新竹市,北區,南勢里,延平路1段261巷60號,,新竹郵局投遞股,(03)5240075,收信時間11:00,120.951903,24.803316
3,普通信筒,2,雙口,臺北市,士林區,富洲里,延平北路八段91號,,臺北郵局士林投遞股,(02)28859358#15,收信時間10:30,121.48388,25.105801
3,普通信筒,2,雙口,苗栗縣,頭份市,田寮里,民族路738號,頭份田寮郵局前,頭份田寮郵局,(037)612776,收信時間17:00,120.8865058973555,24.68548333560029
3,普通信筒,1,單口,苗栗縣,頭屋鄉,獅潭村,獅潭148號,,苗栗郵局郵務股,(037)320104,收信時間11:00,120.835272,24.599859
3,普通信筒,2,雙口,高雄市,小港區,正苓里,宏平路322號,高雄宏平郵局門口,高雄宏平郵局,(07)8031143,收信時間17:00,120.36587,22.57288
1,限時信筒,2,雙口,高雄市,仁武區,仁和里,仁忠路79號,仁武仁雄郵局前,仁武仁雄郵局,(07)3740875,收信時間17:00,120.355926,22.677351
3,普通信筒,2,雙口,新竹市,北區,光華里,光華二街72巷38號,新竹小城大門內,新竹郵局投遞股,(03)5240075,收信時間12:00,120.978966,24.819059000000003
3,普通信筒,2,雙口,新竹市,香山區,海山里,大湖路71巷2-1號,山水豪景門口,新竹郵局投遞股,(03)5240075,收信時間10:00,120.91812099999999,24.761526
6,限時普通雙用信箱,2,雙口,新竹縣,竹東鎮,竹東里,東寧路三段135號,新竹客運站前,竹東郵局,(03)5940905,收信時間09:30,121.085633,24.73976
3,普通信筒,2,雙口,新竹縣,湖口鄉,鳳山村,榮光路123號,,湖口郵局,(03)5996640,收信時間:11:00,121.005277,24.861388
3,普通信筒,2,雙口,臺北市,士林區,葫東里,重慶北路四段132號,,臺北郵局士林投遞股,(02)28859358#15,收信時間16:30,121.511887,25.083999
3,普通信筒,2,雙口,屏東縣,屏東市,厚生里,建國路182號,厚生郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.479124,22.665419
3,普通信筒,1,單口,屏東縣,屏東市,平和里,民生路250號,屏東民生路郵局,屏東郵局郵務股,(08)7235972,收信時間:17:30,120.491484,22.670561
4,普通信箱,2,雙口,屏東縣,屏東市,新生里,復興南路一段137號,,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.48552,22.638325
4,普通信箱,1,單口,屏東縣,萬丹鄉,後村村,聖賢路390號,,屏東萬丹郵局,(08)7772251,收信時間:15:00,120.461003,22.577388000000003
4,普通信箱,1,單口,屏東縣,萬丹鄉,廈南村,下蚶路265號,,屏東萬丹郵局,(08)7772251,收信時間:15:00,120.463121,22.599005000000002
3,普通信筒,1,單口,屏東縣,萬巒鄉,新置村,新隆路31號,,屏東潮州郵局,(08)7884650,收信時間:14:00,120.62137799999998,22.5281
3,普通信筒,1,單口,苗栗縣,卓蘭鎮,新厝里,中山路133號,卓蘭郵局前,卓蘭郵局,(04)25892075,收信時間17:00,120.8242664973478,24.313523229541907
3,普通信筒,2,雙口,臺北市,士林區,福順里,延平北路五段150號,42支社子郵局,臺北郵局士林投遞股,(02)28859358#15,收信時間17:30,121.510382,25.082427
4,普通信箱,2,雙口,臺北市,士林區,明勝里,中山北路四段16號,劍潭青年活動中心服務中心前,臺北郵局士林投遞股,(02)28859358#15,111/3/15暫停收攬,121.524864,25.076911
3,普通信筒,2,雙口,桃園市,龜山區,陸光里,陸光路92號,,龜山文化郵局,(03)3185741,09:00,121.334166,24.994166
3,普通信筒,2,雙口,桃園市,蘆竹區,南興里,忠孝西路206號,7-11便利商店門口,蘆竹郵局,(03)3218739,10:00,121.293055,25.044166
3,普通信筒,2,雙口,屏東縣,枋寮鄉,人和村,中山路二段258號,水底寮郵局前,屏東枋寮郵局,(08)8782130,收信時間:17:00,120.59241,22.37031
4,普通信箱,2,雙口,屏東縣,屏東市,豐榮里,廣東路20號,屏東教育大學附屬國民小學,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.49842600000001,22.669173
3,普通信筒,2,雙口,屏東縣,琉球鄉,大福村,中正路349號,,屏東琉球郵局,(08)8612507,收信時間:14:00,120.370694,22.340321
3,普通信筒,1,單口,屏東縣,獅子鄉,楓林村,楓林二巷26號,獅子鄉公所前排灣族原住民族特色,屏東枋寮郵局,(08)8782130,收信時間:14:00,120.703567,22.20257
3,普通信筒,2,雙口,屏東縣,潮州鎮,永春里,光春路13號,潮州郵局,屏東潮州郵局,(08)7884650,收信時間:17:00,120.53694899999999,22.544617
4,普通信箱,2,雙口,苗栗縣,後龍鎮,溪州里,三好路39號,,後龍郵局,(037)722056,收信時間10:00,120.7788192422931,24.62291026531877
3,普通信筒,2,雙口,苗栗縣,苗栗市,福安里,中華路629號,福星郵局前,苗栗福星郵局,(037)270161,收信時間17:00,120.82489709735357,24.585695076059146
4,普通信箱,2,雙口,苗栗縣,苗栗市,福安里,福星246號,,苗栗郵局郵務股,(037)320104,收信時間11:00,120.827253,24.583304
3,普通信筒,2,雙口,苗栗縣,苗栗市,嘉新里,嘉福街231號,,苗栗郵局郵務股,(037)320104,收信時間11:00,120.829999,24.577222
1,限時信筒,2,雙口,高雄市,楠梓區,清豐里,興楠路180號,高雄高等行政法院內,高雄高等行政法院郵局,(07)3550418,收信時間16:00,120.33544,22.731202
3,普通信筒,2,雙口,新竹市,北區,士林里,吉羊路1號,部隊大門內,新竹郵局投遞股,(03)5240075,收信時間10:30,120.951974,24.821635
4,普通信箱,2,雙口,新竹市,香山區,東香里,富群街1號,美之城86巷口,新竹郵局投遞股,(03)5240075,收信時間11:00,120.957208,24.768766
3,普通信筒,2,雙口,屏東縣,牡丹鄉,石門村,石門路31-3號,牡丹郵局,屏東恆春郵局,(08)8898053,收信時間:17:00,120.763209,22.101443
5,限時普通雙用信筒,2,雙口,屏東縣,里港鄉,永春村,中山路104號,鄉公所前,屏東里港郵局,(08)7752057,收信時間:14:00,120.494586,22.779326
3,普通信筒,1,單口,屏東縣,來義鄉,古樓村,中正路6號,來義郵局,屏東潮州郵局,(08)7884650,收信時間:17:00,120.637233,22.526582
4,普通信箱,2,雙口,屏東縣,枋寮鄉,新龍村,義民路3號,枋寮國中,屏東枋寮郵局,(08)8782130,收信時間:14:00,120.590721,22.372182
3,普通信筒,2,雙口,屏東縣,屏東市,勝利里,勝利路123號,勝利路郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.48597,22.679341
4,普通信箱,1,單口,屏東縣,屏東市,頂柳里,頂柳路537號,,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.499088,22.644981
6,限時普通雙用信箱,2,雙口,苗栗縣,大湖鄉,大寮村,竹篙屋34之1號,,大湖郵局,(037)992841,收信時間15:30,120.87,24.421388
4,普通信箱,1,單口,苗栗縣,公館鄉,北河村,北河43號,,公館郵局,(037)222933,收信時間11:30,120.856279,24.533424
4,普通信箱,1,單口,苗栗縣,竹南鎮,大埔里,公義路980號,,竹南郵局,(037)472634#15,收信時間11:00,120.897702,24.709424
4,普通信箱,1,單口,苗栗縣,後龍鎮,灣寶里,灣寶87號,,後龍郵局,(037)722056,收信時間11:00,120.812347,24.649918
3,普通信筒,1,單口,苗栗縣,苗栗市,維祥里,維祥街245號,,苗栗郵局郵務股,(037)320104,收信時間11:00,120.828196,24.554181
5,限時普通雙用信筒,2,雙口,苗栗縣,苗栗市,維新里,復興路2段157號,,苗栗郵局郵務股,(037)320104,收信時間17:40,120.825,24.554166
3,普通信筒,2,雙口,桃園市,龜山區,山德里,萬壽路2段1343號,,龜山文化郵局,(03)3185741,10:00,121.325885,24.992604
3,普通信筒,2,雙口,屏東縣,內埔鄉,建興村,建興路100號,內埔建興郵局,屏東內埔郵局,(08)7792054,收信時間:17:00,120.57164800000001,22.660065000000003
5,限時普通雙用信筒,2,雙口,屏東縣,竹田鄉,竹田村,中山路28號,竹田郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.542828,22.586502
3,普通信筒,2,雙口,屏東縣,車城鄉,福興村,中山路54號,車城郵局前,屏東恆春郵局,(08)8892194,收信時間:17:00,120.713932,22.074182999999998
3,普通信筒,2,雙口,屏東縣,林邊鄉,竹林村,中興路5號,,屏東林邊郵局,(08)8752152,收信時間:14:00,120.531039,22.461784
3,普通信筒,2,雙口,屏東縣,屏東市,大連里,大連路60-3號,,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.511221,22.684042
5,限時普通雙用信筒,2,雙口,屏東縣,屏東市,龍華里,龍華路18號,公館郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.485097,22.638104
3,普通信筒,2,雙口,屏東縣,恆春鎮,山腳里,恆西路1巷32號,恆春郵局前,屏東恆春郵局,(08)8892194,收信時間:17:00,120.741676,22.002736000000002
3,普通信筒,1,單口,屏東縣,新埤鄉,新埤村,新華路123號,,屏東潮州郵局,(08)7884650,收信時間:14:00,120.55173799999999,22.47492
5,限時普通雙用信筒,2,雙口,苗栗縣,公館鄉,五谷村,五谷197號,,公館郵局,(037)222933,收信時間17:20,120.85939,24.497977
3,普通信筒,1,單口,苗栗縣,南庄鄉,東村,文化路5號,,南庄郵局,(037)822067,收信時間12:00,120.999239,24.599876000000002
3,普通信筒,2,雙口,苗栗縣,後龍鎮,大庄里,成功路254號,後龍國小門口,後龍郵局,(037)722056,收信時間11:00,120.796055,24.614344
3,普通信筒,2,雙口,桃園市,蘆竹區,長興里,南崁路ㄧ段336號,,蘆竹郵局,(03)3218739,10:00,121.282689,25.055253
3,普通信筒,2,雙口,桃園市,蘆竹區,錦中里,南崁路ㄧ段190號,蘆竹錦興郵局門口,蘆竹郵局,(03)3218739,17:00,121.286318,25.053245
3,普通信筒,1,單口,桃園市,蘆竹區,營盤里,六福路163號,鵬程萬里社區大門口旁,蘆竹郵局,(03)3218739,10:00,121.295648,25.059246
3,普通信筒,2,雙口,屏東縣,竹田鄉,永豐村,永豐路132號,,屏東郵局郵務股,(08)7235972,收信時間:14:00,120.536266,22.627819000000002
5,限時普通雙用信筒,2,雙口,屏東縣,枋山鄉,楓港村,舊庄路47號,枋山郵局觀光限時普通雙用,屏東枋寮郵局,(08)8782130,收信時間:17:00,120.68962099999999,22.198576
5,限時普通雙用信筒,2,雙口,屏東縣,長治鄉,繁華村,水源路90號,繁華郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.572655,22.702088
4,普通信箱,1,單口,屏東縣,南州鄉,溪南村,人和路165-1號,,屏東南州郵局,(08)8642096,收信時間:14:00,120.506972,22.489552
3,普通信筒,2,雙口,屏東縣,崁頂鄉,崁頂村,中正路220號,崁頂郵局,屏東南州郵局,(08)8642096,收信時間:17:00,120.50463,22.463264
3,普通信筒,2,雙口,屏東縣,屏東市,豐榮里,林森路1號,屏東教育大學,屏東郵局郵務股,(08)7235972,收信時間:11:30,120.497377,22.671578
3,普通信筒,2,雙口,屏東縣,屏東市,豐榮里,林森路30-5號,林森路郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.497236,22.671624
3,普通信筒,2,雙口,屏東縣,屏東市,勝利里,自由路527號,縣政府,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.487973,22.682669999999998
4,普通信箱,1,單口,屏東縣,屏東市,瑞光里,香楊巷1號,,屏東郵局郵務股,(08)7235972,收信時間:12:30,120.51178800000001,22.664517000000004
3,普通信筒,2,雙口,屏東縣,泰武鄉,佳平村,佳平巷102號,泰武郵局,屏東潮州郵局,(08)7884650,收信時間:14:00,120.630454,22.591542999999998
3,普通信筒,2,雙口,屏東縣,萬巒鄉,萬金村,萬金營區,,屏東潮州郵局,(08)7884650,收信時間:14:00,120.60850700000002,22.603828
5,限時普通雙用信筒,2,雙口,屏東縣,麟洛鄉,麟蹄村,中山路292號,麟洛郵局,屏東郵局郵務股,(08)7235972,收信時間:16:30,120.526725,22.650967
4,普通信箱,1,單口,苗栗縣,大湖鄉,新開村,新開28之5號,,大湖郵局,(037)992841,收信時間10:30,120.82695432694953,24.34820699171048
4,普通信箱,1,單口,苗栗縣,大湖鄉,栗林村,八份1號,,大湖郵局,(037)992841,收信時間10:30,120.87,24.421388
3,普通信筒,2,雙口,苗栗縣,後龍鎮,溪州里,仁德路1號,仁德醫專行政大樓前,後龍郵局,(037)722056,收信時間16:45,120.78203191084657,24.623807714111784
3,普通信筒,2,雙口,苗栗縣,後龍鎮,大庄里,中華路161號,後龍郵局前,後龍郵局,(037)722056,收信時間17:50,120.791876,24.616431
3,普通信筒,2,雙口,屏東縣,枋寮鄉,枋寮村,中山路194號,枋寮郵局前,屏東枋寮郵局,(08)8782130,收信時間:17:00,120.594864,22.366757
3,普通信筒,2,雙口,屏東縣,屏東市,永安里,棒球路57號,永安郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.481555,22.655856
5,限時普通雙用信筒,2,雙口,屏東縣,屏東市,永光里,光復路304號,六塊厝郵局,屏東郵局郵務股,(08)7235972,收信時間:17:00,120.476527,22.669504
4,普通信箱,1,單口,屏東縣,崁頂鄉,港東村,平和南路124號,,屏東南州郵局,(08)8642096,收信時間:14:00,120.474104,22.503444
5,限時普通雙用信筒,2,雙口,屏東縣,高樹鄉,高樹村,興中路327號,高樹郵局,屏東高樹郵局,(08)7962054,收信時間:17:00,120.600435,22.826322
4,普通信箱,1,單口,屏東縣,萬丹鄉,田厝村,惠崙路606號,,屏東萬丹郵局,(08)7772251,收信時間:15:00,120.459032,22.589656
4,普通信箱,1,單口,屏東縣,萬丹鄉,萬後村,和平西路155號,萬丹鄉公所,屏東萬丹郵局,(08)7772251,收信時間:14:00,120.48375999999999,22.590352
5,限時普通雙用信筒,2,雙口,屏東縣,萬丹鄉,萬全村,萬丹路一段402號,萬丹郵局,屏東萬丹郵局,(08)7772251,收信時間:17:00,120.488521,22.5999
3,普通信筒,2,雙口,屏東縣,滿州鄉,滿州村,中山路25號,滿州郵局,屏東恆春郵局,(08)8892194,收信時間:17:00,120.838185,22.018974999999998
3,普通信筒,2,雙口,屏東縣,潮州鎮,新生里,新生路115號,新生路郵局,屏東潮州郵局,(08)7884650,收信時間:17:00,120.538759,22.551376
4,普通信箱,1,單口,苗栗縣,公館鄉,大坑村,大坑156號,,公館郵局,(037)222933,收信時間11:30,120.841104,24.495929
4,普通信箱,1,單口,苗栗縣,公館鄉,南河村,南河39號,,公館郵局,(037)222933,收信時間12:30,120.850558,24.523683
4,普通信箱,2,雙口,苗栗縣,竹南鎮,正南里,中正路98號,竹南高中,竹南郵局,(037)472634#15,收信時間16:03,120.87387,24.684627
4,普通信箱,1,單口,苗栗縣,竹南鎮,竹興里,新興街28號,,竹南郵局,(037)472634#15,收信時間11:00,120.860025,24.69053299999999
3,普通信筒,2,雙口,苗栗縣,南庄鄉,東村,中正路202號,南庄郵局前,南庄郵局,(037)822067,收信時間16:00,120.999668,24.601526
4,普通信箱,2,雙口,苗栗縣,南庄鄉,田美村,田美152-3號,,南庄郵局,(037)822067,收信時間11:00,121.010535,24.618551
4,普通信箱,1,單口,苗栗縣,後龍鎮,南龍里,信義街39號,,後龍郵局,(037)722056,收信時間09:30,120.787218,24.61392
3,普通信筒,2,雙口,臺北市,士林區,社園里,社中街271號,,臺北郵局士林投遞股,(02)28859358#15,收信時間16:30,121.506765,25.091728
3,普通信筒,2,雙口,桃園市,蘆竹區,五福里,中山路羊稠巷口前,,蘆竹郵局,(03)3218739,10:00,121.299869,25.053223
3,普通信筒,2,雙口,屏東縣,九如鄉,東寧村,東寧路190號,九如郵局前,屏東里港郵局,(08)7752057,收信時間:17:00,120.490206,22.733629
3,普通信筒,2,雙口,屏東縣,內埔鄉,豐田村,中正路310號,豐田郵局前,屏東內埔郵局,(08)7792054,收信時間:17:00,120.539294,22.636618
3,普通信筒,2,雙口,屏東縣,里港鄉,春林村,中山南路40號,里港郵局,屏東里港郵局,(08)7752057,收信時間:17:00,120.494174,22.772164
